employee_id,department,location,job_level,employment_type,hiring_source,education,age,hire_date,exit_date,employment_status,exit_reason,time_to_hire_days,monthly_salary,commute_km,monthly_overtime_hours,engagement_score,performance_rating
EMP-0347,Sales,Jakarta,Senior Staff,Contract,Job Portal,S1,27,2024-05-30,,Active,,26,9700000,15.6,25.3,4.1,Meets Expectations
EMP-0348,Marketing,Surabaya,Staff,Permanent,Job Portal,S2,33,2024-09-11,,Active,,24,11200000,11.4,15.0,3.1,Meets Expectations
EMP-0349,Sales,Jakarta,Staff,Permanent,LinkedIn,S1,32,2024-12-27,,Active,,21,8400000,15.8,29.4,3.6,Exceeds Expectations
EMP-0350,Finance,Jakarta,Supervisor,Permanent,Job Portal,S1,26,2025-11-19,,Active,,26,12200000,10.7,9.3,3.2,Meets Expectations
EMP-0351,Operations,Bandung,Staff,Contract,LinkedIn,SMA/SMK,32,2025-12-14,,Active,,29,5800000,13.9,11.1,3.4,Needs Improvement
EMP-0352,Marketing,Bogor,Staff,Permanent,Referral,S1,28,2024-05-30,,Active,,20,7800000,2.6,9.5,3.0,Needs Improvement
EMP-0353,Customer Service,Surabaya,Senior Staff,Permanent,Campus Hiring,S2,32,2025-07-24,,Active,,32,6100000,9.6,17.3,3.9,Meets Expectations
EMP-0354,Human Resources,Surabaya,Manager,Contract,LinkedIn,S1,35,2024-12-12,2025-04-16,Exited,Personal Reason,18,16700000,10.2,24.2,4.1,Needs Improvement
EMP-0355,Operations,Jakarta,Senior Staff,Permanent,Campus Hiring,S2,22,2024-09-08,,Active,,27,10500000,13.2,0,4.1,Exceeds Expectations
EMP-0356,Finance,Bogor,Staff,Permanent,Job Portal,S1,31,2025-05-04,2025-10-01,Exited,Better Opportunity,33,8200000,19.9,14.5,3.5,Exceeds Expectations
EMP-0357,Customer Service,Bogor,Staff,Contract,LinkedIn,SMA/SMK,31,2025-06-06,,Active,,16,4900000,1,11.3,3.2,Exceeds Expectations
EMP-0358,Finance,Jakarta,Staff,Permanent,Job Portal,S1,31,2024-04-29,,Active,,31,9900000,4.1,5.1,3.7,Meets Expectations
EMP-0359,Sales,Jakarta,Staff,Permanent,LinkedIn,S1,38,2025-11-14,2025-12-31,Exited,Career Growth,25,6700000,22.2,10.2,2.6,Meets Expectations
EMP-0360,Human Resources,Jakarta,Staff,Permanent,Agency,S1,30,2024-12-21,,Active,,21,11500000,5.1,2.8,3.3,Meets Expectations
EMP-0361,Operations,Jakarta,Senior Staff,Contract,LinkedIn,S1,24,2024-05-02,,Active,,26,8500000,10.3,12.2,4.0,Meets Expectations
EMP-0362,Operations,Jakarta,Staff,Permanent,Internal Mobility,SMA/SMK,33,2025-01-02,,Active,,13,5800000,3.9,9.6,4.6000000000000005,Exceeds Expectations
EMP-0363,Finance,Jakarta,Senior Staff,Permanent,Job Portal,S2,31,2024-05-11,,Active,,23,7900000,14.0,0.4,3.4,Meets Expectations
EMP-0364,Human Resources,Surabaya,Staff,Permanent,Job Portal,S1,32,2024-10-16,,Active,,27,7500000,5.2,14.2,4.0,Meets Expectations
EMP-0365,Sales,Surabaya,Supervisor,Permanent,Campus Hiring,S2,35,2024-05-20,,Active,,26,11900000,7.0,12.4,3.9,Meets Expectations
EMP-0366,IT & Data,Jakarta,Staff,Permanent,Agency,S1,31,2025-10-31,,Active,,14,8200000,2.4,11.9,3.0,Exceeds Expectations
EMP-0367,IT & Data,Bogor,Senior Staff,Permanent,Job Portal,SMA/SMK,21,2025-04-08,,Active,,23,21800000,11.6,2.0,3.3,Exceeds Expectations
EMP-0368,Sales,Jakarta,Manager,Permanent,Job Portal,S1,35,2025-08-13,,Active,,24,14900000,7.6,26.2,1.7000000000000002,Meets Expectations
EMP-0369,Sales,Bogor,Senior Staff,Permanent,Job Portal,D3,27,2025-09-12,,Active,,24,9500000,16.9,18.7,3.6999999999999997,Meets Expectations
EMP-0370,Sales,Jakarta,Senior Staff,Permanent,Job Portal,S1,28,2024-03-29,,Active,,23,9600000,16.2,26.8,3.4,Meets Expectations
EMP-0371,Operations,Jakarta,Staff,Permanent,Campus Hiring,S1,29,2025-03-22,,Active,,18,6900000,7.8,0.9,3.3,Meets Expectations
EMP-0372,Sales,Bandung,Staff,Permanent,Referral,S1,31,2025-06-20,,Active,,19,10600000,17.6,12.8,3.7,Meets Expectations
EMP-0373,Human Resources,Jakarta,Senior Staff,Permanent,Referral,S1,35,2024-01-12,,Active,,15,9000000,21.3,15.4,3.5,Meets Expectations
EMP-0374,Customer Service,Bogor,Senior Staff,Permanent,Job Portal,D3,28,2025-03-10,,Active,,32,7900000,16.8,17.4,2.5,Meets Expectations
EMP-0375,Sales,Jakarta,Senior Staff,Contract,Job Portal,S1,34,2025-01-28,2025-09-06,Exited,Contract End,27,9000000,18.9,14.1,4.3,Meets Expectations
EMP-0376,IT & Data,Surabaya,Staff,Permanent,Job Portal,S1,26,2025-07-26,,Active,,33,12700000,23.4,2.6,4.9,Exceeds Expectations
EMP-0377,Operations,Surabaya,Staff,Permanent,Internal Mobility,S1,34,2024-01-16,,Active,,12,5900000,18.1,7.6,3.8000000000000003,Exceeds Expectations
EMP-0378,Sales,Jakarta,Supervisor,Permanent,Referral,S1,34,2025-11-05,,Active,,18,14300000,15.2,17.7,4.5,Meets Expectations
EMP-0379,Marketing,Bandung,Staff,Contract,Agency,S1,30,2025-07-14,,Active,,22,8100000,9.8,28.3,2.7,Meets Expectations
EMP-0380,Operations,Jakarta,Senior Staff,Permanent,Campus Hiring,S2,30,2024-10-20,,Active,,31,10800000,15.9,1.6,5,Meets Expectations
EMP-0381,Customer Service,Jakarta,Senior Staff,Permanent,Internal Mobility,S1,27,2024-03-27,,Active,,5,7200000,9.2,13.4,4.4,Exceeds Expectations
EMP-0382,IT & Data,Bandung,Senior Staff,Permanent,Referral,S1,33,2025-01-12,,Active,,19,14200000,3.6,4.8,5,Meets Expectations
EMP-0383,Operations,Jakarta,Staff,Permanent,Referral,S1,39,2024-01-30,2025-08-06,Exited,Compensation,17,8600000,25.0,4.6,3.9000000000000004,Meets Expectations
EMP-0384,Sales,Jakarta,Senior Staff,Permanent,Referral,S2,35,2024-07-15,2025-02-03,Exited,Career Growth,20,7900000,19.1,21.8,3.0000000000000004,Meets Expectations
EMP-0385,Marketing,Jakarta,Staff,Contract,Campus Hiring,S1,25,2025-04-14,,Active,,31,12700000,9.7,9.5,3.6,Meets Expectations
EMP-0386,Marketing,Bogor,Staff,Permanent,LinkedIn,S1,28,2025-01-01,,Active,,13,11100000,10.9,2.6,3.4,Meets Expectations
EMP-0387,Operations,Bogor,Senior Staff,Permanent,LinkedIn,S1,41,2025-08-22,,Active,,32,9200000,12.0,9.3,3.1,Exceeds Expectations
EMP-0388,Sales,Jakarta,Staff,Permanent,LinkedIn,S1,38,2025-10-05,,Active,,30,5700000,10.1,14.7,4.3,Meets Expectations
EMP-0389,Operations,Bandung,Senior Staff,Permanent,Job Portal,S2,29,2025-11-22,,Active,,22,11100000,2.0,19.9,1,Needs Improvement
EMP-0390,Operations,Jakarta,Staff,Permanent,Referral,S2,20,2025-10-22,,Active,,5,10000000,13.0,25.8,3.5000000000000004,Meets Expectations
EMP-0391,Marketing,Jakarta,Staff,Contract,Internal Mobility,S1,33,2024-07-21,,Active,,19,11000000,13.2,19.4,3.3000000000000003,Meets Expectations
EMP-0392,Sales,Bandung,Staff,Permanent,Internal Mobility,S1,20,2025-08-12,,Active,,9,10000000,12.6,11.2,3.6,Exceeds Expectations
EMP-0393,Finance,Surabaya,Staff,Permanent,Job Portal,S2,32,2025-01-31,,Active,,24,11800000,17.1,19.1,2.8000000000000003,Needs Improvement
EMP-0394,IT & Data,Surabaya,Manager,Permanent,LinkedIn,S1,32,2024-12-02,,Active,,32,23900000,5.3,11.0,3.4,Meets Expectations
EMP-0395,Marketing,Jakarta,Staff,Permanent,Job Portal,S1,27,2024-11-17,,Active,,26,10700000,20.6,13.8,3.2,Meets Expectations
EMP-0396,Finance,Jakarta,Senior Staff,Permanent,Referral,S1,27,2025-01-11,,Active,,11,10200000,14.0,13.3,4.4,Meets Expectations
EMP-0397,Operations,Jakarta,Staff,Permanent,LinkedIn,D3,26,2024-05-27,,Active,,32,9600000,16.3,6.3,3.2,Exceeds Expectations
EMP-0398,Sales,Bandung,Senior Staff,Permanent,Job Portal,S1,33,2024-11-24,2025-07-08,Exited,Workload,24,12100000,14.8,23.6,4.3,Meets Expectations
EMP-0399,Sales,Bogor,Senior Staff,Permanent,LinkedIn,S1,21,2024-07-15,,Active,,24,12100000,1,4.6,3.4,Meets Expectations
EMP-0400,Human Resources,Jakarta,Staff,Permanent,Job Portal,S1,27,2024-10-13,,Active,,23,9700000,14.9,24.9,4.199999999999999,Meets Expectations
EMP-0401,Operations,Jakarta,Manager,Permanent,LinkedIn,SMA/SMK,28,2024-08-10,2025-12-26,Exited,Compensation,27,18400000,26.9,1.5,3.1,Meets Expectations
EMP-0402,Operations,Bogor,Senior Staff,Contract,Campus Hiring,S1,23,2024-10-02,,Active,,34,8700000,19.0,11.0,4.3,Meets Expectations
EMP-0403,Marketing,Surabaya,Staff,Permanent,Referral,S1,27,2025-09-03,,Active,,18,8700000,7.5,10.7,5,Meets Expectations
EMP-0404,IT & Data,Jakarta,Senior Staff,Permanent,Job Portal,S1,31,2024-09-02,,Active,,16,20000000,18.5,10.5,4.2,Meets Expectations
EMP-0405,Operations,Jakarta,Staff,Contract,LinkedIn,S1,29,2025-06-01,,Active,,21,8400000,20.6,18.0,4.4,Meets Expectations
EMP-0406,Sales,Jakarta,Staff,Permanent,LinkedIn,D3,24,2025-06-13,,Active,,21,8100000,15.8,12.3,2.6,Meets Expectations
EMP-0407,Sales,Jakarta,Staff,Permanent,Job Portal,S1,35,2024-02-13,2025-03-24,Exited,Better Opportunity,20,10700000,6.5,19.5,3.6,Meets Expectations
EMP-0408,Human Resources,Jakarta,Staff,Permanent,Job Portal,S1,35,2024-02-28,,Active,,23,8100000,26.9,5.4,4.3,Meets Expectations
EMP-0409,Human Resources,Jakarta,Supervisor,Contract,Internal Mobility,S1,36,2025-08-08,,Active,,14,11000000,35.9,0,3.8000000000000003,Exceeds Expectations
EMP-0410,Sales,Jakarta,Senior Staff,Permanent,Referral,S1,27,2025-03-10,2025-08-28,Exited,Compensation,26,11200000,15.1,23.2,3.2,Meets Expectations
EMP-0411,Finance,Bogor,Staff,Permanent,Agency,S2,37,2025-06-01,,Active,,16,12100000,1,9.2,4.5,Meets Expectations
EMP-0412,Operations,Jakarta,Staff,Permanent,Campus Hiring,S1,42,2025-11-30,,Active,,29,7000000,17.7,14.2,4.0,Meets Expectations
EMP-0413,Operations,Surabaya,Staff,Contract,Job Portal,S1,28,2025-07-10,,Active,,27,6700000,5.6,10.5,2.5,Meets Expectations
EMP-0414,Marketing,Jakarta,Senior Staff,Permanent,Campus Hiring,S1,27,2024-09-07,,Active,,32,9100000,24.5,16.6,2.7,Meets Expectations
EMP-0415,Marketing,Bogor,Supervisor,Permanent,Agency,S1,29,2025-02-28,,Active,,23,10900000,16.5,13.2,3.0,Meets Expectations
EMP-0416,Sales,Surabaya,Manager,Permanent,Agency,S1,28,2025-08-16,,Active,,17,18700000,15.9,9.9,3.3,Meets Expectations
EMP-0417,Customer Service,Bogor,Staff,Permanent,LinkedIn,S1,31,2024-04-21,2025-10-20,Exited,Career Growth,23,6200000,19.4,23.2,2.5,Needs Improvement
EMP-0418,Customer Service,Jakarta,Senior Staff,Contract,Referral,S2,35,2024-03-24,,Active,,15,6100000,19.5,12.8,4.8,Needs Improvement
EMP-0419,Operations,Jakarta,Manager,Permanent,Campus Hiring,S2,43,2024-10-04,2025-10-25,Exited,Compensation,40,18500000,1.2,15.9,2.5,Needs Improvement
EMP-0420,Operations,Bogor,Senior Staff,Contract,Job Portal,S1,26,2024-02-01,,Active,,35,7600000,11.1,7.2,4.2,Meets Expectations
EMP-0421,Marketing,Jakarta,Senior Staff,Permanent,Job Portal,S1,31,2025-11-23,,Active,,26,13400000,27.2,11.8,3.7,Meets Expectations
EMP-0422,Sales,Jakarta,Senior Staff,Contract,Campus Hiring,S1,28,2025-10-16,,Active,,23,8800000,12.2,19.1,2.9,Meets Expectations
EMP-0423,Sales,Jakarta,Staff,Contract,Job Portal,S1,25,2025-07-07,,Active,,19,11100000,21.9,4.3,4.6,Exceeds Expectations
EMP-0424,IT & Data,Jakarta,Staff,Contract,Job Portal,S1,40,2024-04-27,,Active,,27,15700000,20.2,8.3,3.9,Meets Expectations
EMP-0425,Customer Service,Jakarta,Staff,Permanent,Internal Mobility,S2,41,2025-07-29,,Active,,14,6400000,8.3,28.1,3.2,Meets Expectations
EMP-0426,Operations,Jakarta,Staff,Permanent,Referral,S2,31,2024-05-03,,Active,,15,9600000,14.3,9.6,4.2,Meets Expectations
EMP-0427,Operations,Bogor,Senior Staff,Permanent,Job Portal,D3,29,2025-02-20,2025-12-18,Exited,Better Opportunity,26,9500000,17.3,8.9,4.6,Meets Expectations
EMP-0428,IT & Data,Jakarta,Manager,Permanent,Job Portal,S1,33,2025-11-14,2025-12-31,Exited,Better Opportunity,32,21300000,14.4,11.2,2.2,Meets Expectations
EMP-0429,Finance,Surabaya,Supervisor,Permanent,Agency,S1,23,2025-07-25,,Active,,21,16300000,9.8,12.8,5,Meets Expectations
EMP-0430,Sales,Jakarta,Senior Staff,Contract,Job Portal,D3,30,2024-11-15,2025-05-22,Exited,Compensation,21,10300000,22.1,17.9,4.2,Meets Expectations
EMP-0431,IT & Data,Surabaya,Staff,Permanent,Job Portal,S1,31,2024-01-21,,Active,,20,10300000,1.1,2.5,4.6,Meets Expectations
EMP-0432,IT & Data,Bogor,Staff,Permanent,Internal Mobility,S1,27,2024-09-29,,Active,,7,15900000,14.9,9.7,4.4,Meets Expectations
EMP-0433,Marketing,Surabaya,Staff,Permanent,Job Portal,S1,36,2024-12-11,2025-04-10,Exited,Better Opportunity,20,8100000,1.4,1.0,4.2,Meets Expectations
EMP-0434,Customer Service,Jakarta,Staff,Contract,Internal Mobility,S1,30,2024-01-08,2025-02-21,Exited,Career Growth,5,6300000,10.2,12.8,3.2,Meets Expectations
EMP-0435,Operations,Bogor,Senior Staff,Permanent,Internal Mobility,SMA/SMK,36,2025-08-17,,Active,,5,11600000,17.9,7.5,4.3,Exceeds Expectations
EMP-0436,Sales,Jakarta,Senior Staff,Permanent,Job Portal,S1,37,2025-11-10,,Active,,26,11500000,25.8,19.3,4.1,Exceeds Expectations
EMP-0437,Sales,Jakarta,Senior Staff,Permanent,Campus Hiring,S1,30,2025-05-08,,Active,,35,10000000,15.7,33.9,2.9,Meets Expectations
EMP-0438,Finance,Jakarta,Staff,Permanent,Referral,S1,40,2025-06-22,,Active,,18,8400000,12.4,3.0,4.6000000000000005,Exceeds Expectations
EMP-0439,Customer Service,Surabaya,Senior Staff,Permanent,Internal Mobility,S1,31,2024-09-09,,Active,,8,9100000,15.9,20.6,3.7,Exceeds Expectations
EMP-0440,Marketing,Surabaya,Senior Staff,Permanent,Internal Mobility,S1,40,2025-09-08,,Active,,16,12600000,18.2,0.9,4.5,Meets Expectations
EMP-0441,Human Resources,Jakarta,Staff,Contract,Job Portal,SMA/SMK,36,2025-03-05,,Active,,27,8600000,24.9,13.9,2.2,Exceeds Expectations
EMP-0442,Customer Service,Bandung,Staff,Contract,Referral,S2,35,2025-01-26,,Active,,19,4800000,9.0,16.9,5,Meets Expectations
EMP-0443,IT & Data,Jakarta,Senior Staff,Permanent,LinkedIn,D3,20,2025-11-04,,Active,,15,19000000,15.8,8.3,3.6,Meets Expectations
EMP-0444,Operations,Bogor,Supervisor,Contract,LinkedIn,S1,30,2025-12-15,,Active,,28,14000000,5.8,3.3,4.4,Meets Expectations
EMP-0445,Finance,Jakarta,Staff,Contract,Job Portal,S1,28,2025-02-03,,Active,,23,10700000,18.0,6.5,4.2,Exceeds Expectations
EMP-0446,IT & Data,Jakarta,Senior Staff,Contract,Job Portal,S1,28,2025-01-12,2025-11-15,Exited,Better Opportunity,18,9900000,19.1,21.4,2.2,Meets Expectations
EMP-0447,IT & Data,Surabaya,Senior Staff,Permanent,Campus Hiring,S1,32,2024-10-27,,Active,,40,11900000,26.7,11.8,3.6,Exceeds Expectations
EMP-0448,Sales,Bogor,Senior Staff,Permanent,Job Portal,S1,29,2025-04-10,,Active,,25,9300000,20.7,6.0,3.0,Meets Expectations
EMP-0449,Sales,Jakarta,Staff,Permanent,LinkedIn,S1,34,2024-06-15,2025-12-03,Exited,Better Opportunity,24,6700000,31.8,20.8,3.8000000000000003,Meets Expectations
EMP-0450,Customer Service,Bandung,Senior Staff,Permanent,Job Portal,D3,32,2025-01-12,,Active,,22,8300000,9.4,19.3,4.3999999999999995,Exceeds Expectations
EMP-0451,Sales,Jakarta,Staff,Permanent,Job Portal,S1,25,2025-04-11,,Active,,18,6300000,14.0,19.3,3.3000000000000003,Meets Expectations
EMP-0452,IT & Data,Jakarta,Supervisor,Contract,Referral,S1,20,2025-06-06,2025-10-21,Exited,Better Opportunity,13,12700000,20.8,4.7,3.2,Meets Expectations
EMP-0453,Customer Service,Surabaya,Senior Staff,Permanent,Internal Mobility,S1,26,2024-12-18,,Active,,15,10100000,10.0,4.2,3.3000000000000003,Meets Expectations
EMP-0454,Sales,Surabaya,Staff,Contract,Campus Hiring,D3,25,2025-01-31,2025-06-04,Exited,Personal Reason,29,9700000,1,13.1,3.3,Meets Expectations
EMP-0455,Sales,Jakarta,Staff,Contract,Internal Mobility,S1,30,2025-04-16,,Active,,5,8600000,4.5,8.8,4.7,Exceeds Expectations
EMP-0456,Customer Service,Bogor,Staff,Permanent,Job Portal,S1,20,2025-05-02,2025-11-17,Exited,Workload,25,7600000,11.8,4.8,4.1,Exceeds Expectations
EMP-0457,Marketing,Surabaya,Staff,Permanent,Job Portal,S1,29,2024-01-19,,Active,,24,11900000,9.7,13.9,3.2,Meets Expectations
EMP-0458,Sales,Jakarta,Senior Staff,Permanent,Internal Mobility,S1,33,2025-11-30,,Active,,6,12100000,14.7,18.1,4.6,Meets Expectations
EMP-0459,Customer Service,Jakarta,Staff,Permanent,LinkedIn,S1,32,2025-08-29,,Active,,21,5200000,8.4,10.7,3.0,Meets Expectations
EMP-0460,Operations,Jakarta,Senior Staff,Contract,Job Portal,S1,26,2025-05-10,,Active,,21,10200000,19.0,9.8,3.7,Exceeds Expectations
EMP-0461,IT & Data,Bandung,Staff,Contract,Internal Mobility,S2,25,2024-05-02,,Active,,13,16200000,17.0,4.7,1.9,Exceeds Expectations
EMP-0462,Sales,Bandung,Senior Staff,Contract,Referral,S1,32,2024-03-03,,Active,,16,10800000,3.5,11.8,3.9000000000000004,Exceeds Expectations
EMP-0463,Marketing,Jakarta,Senior Staff,Contract,Agency,D3,23,2024-12-11,,Active,,13,11000000,15.9,1.3,1.7,Meets Expectations
EMP-0464,Operations,Bandung,Staff,Permanent,Campus Hiring,D3,34,2025-10-05,,Active,,35,9300000,11.4,7.9,4.2,Meets Expectations
EMP-0465,Customer Service,Jakarta,Staff,Permanent,Job Portal,S1,31,2025-09-29,,Active,,31,7300000,18.9,21.6,3.2,Meets Expectations
EMP-0466,Customer Service,Bogor,Staff,Permanent,Referral,SMA/SMK,31,2024-10-18,,Active,,22,8200000,3.6,21.6,2.3000000000000003,Exceeds Expectations
EMP-0467,Customer Service,Jakarta,Staff,Permanent,Job Portal,S2,30,2025-06-24,,Active,,30,6300000,2.3,23.0,3.6999999999999997,Meets Expectations
EMP-0468,Customer Service,Bogor,Staff,Permanent,Agency,S1,31,2024-06-12,2025-04-05,Exited,Compensation,23,6500000,12.0,6.8,3.3,Meets Expectations
EMP-0469,Customer Service,Bogor,Staff,Permanent,LinkedIn,S2,20,2025-09-06,,Active,,20,6500000,17.6,23.7,3.6999999999999997,Exceeds Expectations
EMP-0470,IT & Data,Jakarta,Senior Staff,Permanent,Internal Mobility,S1,24,2024-10-05,2025-04-07,Exited,Compensation,8,10800000,17.0,16.9,3.8000000000000003,Meets Expectations
EMP-0471,Customer Service,Jakarta,Senior Staff,Permanent,Referral,S1,37,2025-08-01,,Active,,24,8000000,7.8,10.3,3.5,Meets Expectations
EMP-0472,IT & Data,Jakarta,Staff,Permanent,LinkedIn,S1,33,2025-11-07,,Active,,18,17800000,8.3,12.8,3.4,Meets Expectations
EMP-0473,Operations,Jakarta,Senior Staff,Contract,Job Portal,D3,31,2025-05-27,,Active,,22,7400000,6.5,3.5,3.6,Needs Improvement
EMP-0474,Operations,Jakarta,Senior Staff,Permanent,Referral,S1,36,2025-05-04,,Active,,16,8300000,15.5,3.1,3.8000000000000003,Exceeds Expectations
EMP-0475,Customer Service,Jakarta,Senior Staff,Permanent,Referral,S1,30,2024-01-22,,Active,,13,9900000,12.8,23.9,3.3000000000000003,Meets Expectations
EMP-0476,Human Resources,Jakarta,Staff,Permanent,LinkedIn,S1,31,2025-09-01,,Active,,28,10800000,22.2,14.6,3.8,Meets Expectations
EMP-0477,IT & Data,Jakarta,Manager,Permanent,Campus Hiring,S1,32,2025-06-12,,Active,,33,32100000,6.0,3.6,3.5,Exceeds Expectations
EMP-0478,Customer Service,Jakarta,Staff,Permanent,Job Portal,S1,22,2024-06-20,,Active,,28,7100000,15.2,17.7,3.7,Exceeds Expectations
EMP-0479,Sales,Bandung,Senior Staff,Permanent,LinkedIn,S1,32,2025-11-13,,Active,,22,10600000,8.4,16.3,3.5,Meets Expectations
EMP-0480,IT & Data,Jakarta,Senior Staff,Contract,Job Portal,S1,20,2024-05-17,,Active,,21,14600000,9.5,14.2,3.1,Meets Expectations
EMP-0481,IT & Data,Jakarta,Staff,Permanent,LinkedIn,S1,20,2025-02-01,,Active,,19,14100000,19.8,16.4,3.6,Exceeds Expectations
EMP-0482,Operations,Jakarta,Staff,Permanent,Job Portal,S2,25,2025-12-06,,Active,,21,9200000,19.0,17.2,2.9,Meets Expectations
EMP-0483,Sales,Bandung,Senior Staff,Permanent,LinkedIn,S1,33,2025-03-02,2025-08-19,Exited,Compensation,20,13300000,11.0,9.1,3.4,Meets Expectations
EMP-0484,Human Resources,Jakarta,Staff,Permanent,LinkedIn,SMA/SMK,34,2025-05-15,,Active,,24,8700000,5.7,20.0,3.6999999999999997,Exceeds Expectations
EMP-0485,Sales,Surabaya,Staff,Contract,Job Portal,S2,20,2025-08-30,,Active,,18,9000000,4.8,16.5,2.8,Meets Expectations
EMP-0486,Finance,Jakarta,Senior Staff,Permanent,Job Portal,S1,20,2024-12-24,,Active,,21,13200000,12.3,4.9,4.4,Meets Expectations
EMP-0487,Finance,Bandung,Staff,Contract,Referral,SMA/SMK,29,2025-05-16,,Active,,23,8300000,3.7,6.3,4.3,Meets Expectations
EMP-0488,Sales,Bogor,Staff,Permanent,LinkedIn,S1,31,2025-12-11,,Active,,19,6500000,12.4,17.1,3.4,Meets Expectations
EMP-0489,Sales,Bogor,Staff,Permanent,Internal Mobility,D3,32,2024-08-01,,Active,,10,8400000,14.6,10.2,4.2,Exceeds Expectations
EMP-0490,Finance,Jakarta,Staff,Contract,LinkedIn,S1,25,2024-02-19,,Active,,21,7700000,16.6,17.2,3.9,Meets Expectations
EMP-0491,Customer Service,Bandung,Senior Staff,Permanent,Campus Hiring,S1,38,2025-07-28,,Active,,37,8500000,19.5,15.6,3.6,Meets Expectations
EMP-0492,Sales,Bandung,Senior Staff,Contract,Internal Mobility,D3,28,2025-01-03,,Active,,5,11700000,17.8,4.7,3.3000000000000003,Meets Expectations
EMP-0493,Operations,Jakarta,Senior Staff,Permanent,Internal Mobility,S1,26,2025-03-31,,Active,,5,9700000,15.9,19.8,3.2,Meets Expectations
EMP-0494,Customer Service,Jakarta,Senior Staff,Permanent,Job Portal,S2,27,2025-01-11,2025-06-19,Exited,Personal Reason,34,8800000,12.0,24.0,2.8000000000000003,Meets Expectations
EMP-0495,Marketing,Bandung,Staff,Permanent,Job Portal,S1,25,2024-08-29,,Active,,20,13300000,13.6,14.6,2.2,Meets Expectations
EMP-0496,Sales,Surabaya,Senior Staff,Permanent,LinkedIn,S1,28,2024-09-20,,Active,,25,12100000,9.3,18.4,3.2,Meets Expectations
EMP-0497,Finance,Bogor,Staff,Permanent,Agency,S1,31,2025-04-03,,Active,,9,6900000,17.8,5.2,3.5,Meets Expectations
EMP-0498,IT & Data,Jakarta,Senior Staff,Permanent,Job Portal,SMA/SMK,30,2025-05-29,2025-08-05,Exited,Personal Reason,33,11200000,10.1,5.4,3.7,Exceeds Expectations
EMP-0499,IT & Data,Bandung,Staff,Permanent,LinkedIn,D3,29,2024-11-23,,Active,,27,10500000,8.9,0,2.5,Meets Expectations
EMP-0500,Sales,Surabaya,Supervisor,Permanent,Referral,S1,24,2025-10-09,,Active,,14,14500000,5.2,32.0,3.4000000000000004,Exceeds Expectations
EMP-0501,Sales,Bandung,Senior Staff,Permanent,Internal Mobility,S1,26,2025-05-17,,Active,,5,7300000,22.1,8.7,4.0,Needs Improvement
EMP-0502,Sales,Bandung,Supervisor,Contract,Referral,S1,32,2024-01-18,,Active,,23,12100000,15.0,11.1,3.7,Exceeds Expectations
EMP-0503,IT & Data,Bandung,Senior Staff,Permanent,Campus Hiring,SMA/SMK,22,2025-03-12,,Active,,32,10400000,18.5,23.1,4.1,Meets Expectations
EMP-0504,Marketing,Jakarta,Manager,Contract,Agency,S2,22,2025-08-29,,Active,,21,13000000,18.8,3.1,4.7,Meets Expectations
EMP-0505,IT & Data,Bandung,Supervisor,Permanent,Job Portal,S1,28,2025-07-18,,Active,,28,18400000,5.0,3.4,4.7,Exceeds Expectations
EMP-0506,IT & Data,Jakarta,Staff,Contract,Job Portal,S1,32,2024-04-26,,Active,,27,8700000,18.7,0,3.0,Meets Expectations
EMP-0507,Customer Service,Bandung,Supervisor,Permanent,Campus Hiring,S1,26,2024-09-06,,Active,,26,11500000,1,10.9,3.3,Meets Expectations
EMP-0508,Customer Service,Jakarta,Staff,Permanent,Referral,D3,31,2025-12-08,,Active,,16,8300000,11.4,7.1,4.0,Meets Expectations
EMP-0509,Sales,Surabaya,Staff,Permanent,Internal Mobility,S2,24,2025-09-25,2025-12-18,Exited,Career Growth,10,9100000,7.2,21.3,3.1,Meets Expectations
EMP-0510,Human Resources,Jakarta,Staff,Permanent,Job Portal,S1,28,2024-12-18,,Active,,26,8600000,12.5,15.0,3.2,Meets Expectations
EMP-0511,Sales,Jakarta,Staff,Permanent,LinkedIn,D3,25,2025-07-20,,Active,,20,8500000,24.1,10.8,3.8,Meets Expectations
EMP-0512,Finance,Surabaya,Senior Staff,Permanent,LinkedIn,S1,20,2024-09-17,,Active,,24,12500000,14.6,5.4,3.1,Meets Expectations
EMP-0513,Operations,Jakarta,Senior Staff,Permanent,Internal Mobility,S1,29,2024-05-22,,Active,,12,8100000,15.6,21.4,3.7,Exceeds Expectations
EMP-0514,Marketing,Jakarta,Staff,Contract,Referral,S1,32,2024-11-28,,Active,,19,8000000,18.7,2.3,3.8000000000000003,Exceeds Expectations
EMP-0515,Marketing,Jakarta,Staff,Permanent,Job Portal,D3,26,2025-06-18,,Active,,27,9000000,1.3,23.2,2.6,Meets Expectations
EMP-0516,IT & Data,Surabaya,Senior Staff,Contract,Campus Hiring,D3,32,2025-09-15,,Active,,31,20800000,19.3,9.4,3.0,Exceeds Expectations
EMP-0517,IT & Data,Jakarta,Staff,Contract,Campus Hiring,D3,28,2025-10-19,,Active,,22,17100000,5.9,11.4,3.5,Exceeds Expectations
EMP-0518,IT & Data,Jakarta,Staff,Permanent,Referral,S1,20,2025-01-09,,Active,,20,16000000,22.0,7.5,3.5,Meets Expectations
EMP-0519,Human Resources,Surabaya,Staff,Contract,Job Portal,D3,38,2025-10-16,,Active,,28,11100000,8.4,12.2,3.2,Meets Expectations
